Customer ID,Age,Gender,Annual Income,Spending Score
356,20,Male,188784,21
357,86,Female,28187,37
358,73,Female,145465,54
359,35,Female,120472,94
360,88,Female,37300,4
361,54,Female,113062,65
362,19,Male,150107,61
363,84,Male,22452,48
364,60,Female,42834,32
365,39,Female,81494,66
366,85,Female,59981,38
367,60,Female,91707,89
368,85,Male,31207,51
369,82,Female,160112,44
370,44,Male,199826,4
371,48,Male,124952,1
372,21,Female,42522,48
373,87,Male,54581,94
374,41,Male,68045,37
375,52,Female,141101,30
376,76,Female,74629,27
377,72,Female,70373,4
378,67,Male,22820,19
379,32,Female,83620,77
380,71,Female,96598,33
381,38,Male,55259,53
382,57,Female,26527,59
383,80,Male,152277,50
384,60,Male,150622,51
385,53,Male,177668,26
386,84,Female,138972,90
387,26,Male,52463,75
388,34,Female,139068,63
389,67,Female,193657,23
390,31,Female,154450,38
391,81,Female,116964,89
392,67,Male,122895,41
393,32,Female,176367,2
394,32,Female,118656,21
395,81,Male,68370,93
396,77,Male,105926,7
397,27,Female,124703,17
398,59,Female,147027,49
399,37,Female,110855,1
400,47,Male,70702,66
401,28,Male,82523,10
402,63,Male,42330,88
403,18,Male,178560,90
404,55,Male,129907,39
405,46,Female,134580,1
406,72,Female,107376,38
407,78,Female,125187,95
408,62,Male,186372,61
409,60,Female,127462,31
410,76,Female,74630,37
411,32,Male,95027,5
412,77,Female,126515,52
413,56,Male,166446,89
414,64,Male,158708,2
415,67,Female,120643,87
416,52,Male,57458,35
417,58,Female,29260,83
418,50,Male,190730,46
419,54,Female,184263,13
420,23,Male,142365,37
421,59,Male,193543,47
422,22,Female,129465,92
423,77,Male,65179,75
424,53,Male,30343,26
425,46,Female,38876,73
426,57,Male,135290,39
427,76,Female,189305,39
428,34,Male,151112,35
429,89,Male,66323,86
430,34,Female,174069,15
431,64,Male,76655,16
432,24,Male,143372,25
433,55,Female,111764,18
434,84,Male,142286,39
435,72,Female,148326,95
436,53,Female,101061,61
437,85,Male,161924,26
438,85,Female,173245,84
439,45,Male,196725,19
440,43,Female,20953,32
441,86,Female,109022,29
442,19,Female,129516,21
443,45,Female,164003,51
444,36,Female,27840,36
445,51,Female,145171,71
446,38,Male,26427,39
447,27,Male,56203,32
448,19,Male,82173,10
449,81,Male,54017,17
450,72,Male,54956,2
451,78,Male,186007,97
452,53,Male,160578,6
453,83,Female,178348,29
454,77,Female,169719,55
455,54,Female,165825,98
456,42,Male,193045,89
457,70,Male,78287,3
458,29,Female,118684,34
459,88,Male,116405,39
460,37,Male,121849,4
461,22,Female,143719,41
462,21,Female,101576,83
463,36,Female,26334,57
464,50,Male,157555,17
465,53,Male,74738,55
466,70,Male,129521,31
467,38,Female,137145,59
468,58,Male,38318,60
469,48,Female,91467,69
470,51,Female,45879,15
471,27,Male,52391,41
472,33,Female,119850,56
473,76,Female,170078,6
474,79,Male,117332,26
475,52,Female,174466,55
476,85,Female,101361,96
477,18,Male,98304,58
478,41,Female,144752,78
479,82,Female,24320,23
480,54,Male,106714,20
481,22,Male,194907,76
482,75,Male,85799,96
483,71,Male,63982,75
484,41,Female,87073,25
485,90,Female,140436,10
486,21,Female,90740,56
487,69,Male,174694,43
488,75,Female,71474,91
489,70,Male,56374,7
490,40,Male,88459,95
491,23,Female,133914,44
492,41,Female,182523,79
493,34,Male,183346,22
494,78,Female,136769,33
495,40,Male,20733,51
496,20,Female,41393,30
497,73,Male,36205,21
498,47,Female,65662,57
499,56,Male,97772,74
500,71,Female,197836,15
501,57,Female,54469,10
502,60,Female,124047,98
503,73,Male,81323,70
504,82,Female,39391,26
505,48,Male,101082,26
506,77,Female,109549,74
507,59,Male,194924,40
508,60,Male,178052,54
509,23,Female,106726,22
510,45,Male,198713,19
511,63,Male,92958,25
512,18,Male,159187,56
513,71,Male,93430,16
514,24,Female,42163,74
515,71,Female,122521,66
516,87,Female,135385,78
517,44,Male,183922,2
518,70,Male,20908,68
519,58,Female,173955,56
520,88,Female,94293,83
521,26,Female,21649,59
522,69,Female,180330,53
523,73,Male,37561,86
524,88,Female,81898,73
525,64,Male,101560,75
526,85,Male,44607,13
527,64,Male,173348,84
528,63,Female,127435,77
529,64,Male,170870,72
530,21,Male,129790,7
531,79,Male,80187,83
532,83,Male,159614,8
533,76,Male,89407,16
534,67,Male,153531,59
535,85,Female,198777,89
536,59,Male,78594,19
537,55,Male,85115,91
538,39,Male,193628,85
539,77,Female,102407,100
540,34,Female,89281,56
541,86,Male,82548,60
542,40,Female,103640,52
543,68,Female,91405,1
544,79,Male,123445,66
545,29,Male,137270,66
546,83,Male,171348,63
547,41,Female,141119,40
548,82,Female,127526,14
549,75,Female,185054,47
550,78,Female,107494,94
551,53,Male,57688,10
552,78,Male,149736,44
553,75,Male,50256,78
554,66,Female,134911,59
555,86,Female,74521,6
556,29,Male,148755,82
557,19,Female,161632,9
558,68,Male,38528,98
559,84,Male,22909,75
560,67,Female,187832,10
561,46,Female,95914,81
562,55,Female,153041,38
563,84,Male,76245,50
564,67,Male,129619,38
565,69,Female,198222,25
566,65,Male,119444,93
567,78,Male,38448,48
568,40,Male,97741,52
569,72,Female,164386,46
570,54,Male,91225,28
571,19,Female,122126,46
572,62,Female,54526,76
573,55,Male,158515,50
574,26,Female,154839,83
575,51,Male,154021,71
576,51,Male,191537,41
577,34,Male,66604,91
578,79,Female,69881,29
579,53,Female,85717,13
580,49,Female,190332,53
581,48,Male,26077,52
582,23,Female,174708,85
583,80,Female,156773,67
584,19,Female,169276,95
585,79,Female,95639,76
586,75,Female,124498,27
587,44,Female,120679,77
588,52,Male,152295,91
589,69,Male,165227,27
590,66,Female,159783,32
591,38,Female,175705,31
592,64,Female,137245,60
593,45,Female,194383,4
594,73,Female,59263,35
595,63,Female,95665,99
596,73,Male,48069,82
597,83,Female,113215,70
598,74,Male,53856,23
599,39,Female,172160,6
600,86,Female,72309,54
601,41,Male,49545,43
602,57,Female,120031,39
603,69,Male,167306,54
604,66,Male,89511,46
605,40,Male,55208,16
606,60,Female,108863,80
607,46,Female,181242,98
608,88,Male,169138,100
609,57,Female,164003,55
610,51,Female,37102,43
611,70,Male,55667,22
612,64,Female,176766,68
613,81,Male,196637,74
614,20,Female,184387,40
615,58,Male,104660,47
616,77,Female,139804,22
617,41,Female,174504,52
618,86,Male,52216,62
619,40,Male,80082,79
620,43,Female,127348,7
621,56,Male,48666,47
622,74,Female,40689,75
623,82,Male,135260,63
624,25,Female,135621,44
625,52,Male,22771,1
626,36,Male,185752,31
627,58,Male,124853,30
628,83,Female,25680,74
629,49,Female,123489,79
630,79,Female,123362,7
631,36,Female,133984,93
632,56,Male,50427,52
633,74,Male,109479,75
634,29,Female,79914,38
635,48,Male,70861,79
636,61,Male,173781,57
637,42,Male,124496,64
638,20,Male,190420,69
639,34,Male,100159,59
640,33,Male,54510,96
641,38,Male,156178,41
642,51,Male,59939,59
643,22,Male,145127,53
644,67,Male,64896,99
645,84,Female,88812,51
646,26,Female,154753,57
647,69,Male,159919,40
648,19,Male,45336,53
649,56,Female,160231,12
650,41,Male,144324,21
651,22,Female,131870,14
652,69,Male,20104,39
653,57,Female,77952,5
654,24,Male,199076,65
655,31,Male,92650,2
656,25,Male,170959,70
657,55,Male,83562,34
658,54,Male,172382,23
659,39,Male,60008,27
660,31,Male,144867,81
661,72,Male,196122,11
662,87,Female,27167,33
663,71,Male,168707,99
664,69,Female,93861,12
665,37,Female,55490,27
666,47,Female,114120,15
667,52,Male,187849,59
668,49,Female,99984,63
669,74,Male,184858,29
670,34,Male,160824,50
671,72,Male,73969,65
672,36,Female,138816,65
673,28,Male,145481,88
674,90,Female,114829,2
675,47,Male,87398,24
676,86,Male,61327,7
677,73,Female,124554,15
678,55,Female,83935,85
679,67,Male,60892,59
680,78,Male,20413,44
681,64,Male,108810,63
682,43,Female,132743,36
683,83,Female,104181,1
684,34,Male,125144,85
685,77,Female,32247,63
686,59,Male,111425,52
687,72,Female,38618,31
688,57,Male,63778,57
689,71,Male,193546,63
690,31,Male,30505,48
691,81,Female,72824,24
692,82,Male,117130,58
693,41,Male,114443,14
694,58,Female,126819,34
695,72,Female,160849,97
696,80,Male,95597,47
697,23,Female,73735,98
698,83,Female,163569,18
699,35,Female,195678,71
700,67,Male,122477,19
701,29,Female,98005,38
702,66,Female,140084,44
703,33,Female,183148,84
704,87,Male,140111,44
705,72,Female,38611,87
706,61,Male,195305,66
707,63,Male,170688,73
708,69,Female,78140,41
709,31,Male,153008,58
710,27,Female,131134,99
711,22,Male,76090,13
712,38,Female,184355,71
713,83,Female,31241,58
714,50,Male,91230,27
715,38,Female,65547,61
716,75,Male,129187,21
717,70,Female,91037,11
718,85,Female,153007,31
719,87,Female,152894,70
720,57,Male,31879,43
721,36,Female,96992,80
722,54,Male,174665,37
723,43,Female,56543,81
724,87,Female,24933,70
725,39,Female,47123,26
726,74,Male,134385,26
727,45,Female,71723,21
728,26,Female,158873,77
729,44,Male,163155,79
730,21,Male,144965,36
731,31,Female,144207,81
732,82,Male,109643,16
733,22,Male,100009,28
734,53,Male,71711,100
735,69,Male,192592,71
736,30,Female,196354,9
737,64,Female,183627,18
738,82,Female,194775,74
739,57,Female,167315,32
740,22,Female,140054,51
741,56,Male,97860,53
742,90,Female,199124,11
743,34,Female,57864,62
744,41,Male,95094,78
745,21,Female,146016,85
746,21,Male,63732,88
747,47,Male,40378,10
748,87,Male,142648,72
749,86,Male,183401,24
750,71,Female,74309,26
751,20,Male,150191,99
752,33,Male,139770,8
753,64,Male,195668,83
754,84,Male,196994,86
755,66,Male,153493,46
756,21,Female,65829,71
757,71,Female,68902,7
758,48,Male,34334,72
759,69,Female,140446,31
760,42,Female,50311,98
761,62,Male,180947,48
762,50,Female,75689,44
763,82,Male,168093,92
764,84,Male,90479,96
765,34,Female,67592,9
766,54,Female,38854,91
767,37,Female,63136,78
768,90,Male,133348,62
769,39,Male,190374,50
770,87,Female,131804,6
771,39,Male,119018,38
772,80,Female,48706,31
773,68,Female,140546,51
774,66,Female,112968,73
775,85,Male,129072,61
776,37,Male,196133,55
777,53,Female,127298,8
778,57,Male,103755,14
779,89,Male,62184,22
780,63,Male,88947,26
781,37,Female,180052,88
782,58,Male,166959,29
783,62,Female,150808,36
784,81,Female,102709,6
785,89,Female,133661,2
786,19,Male,144231,36
787,39,Male,194799,46
788,42,Female,191997,89
789,58,Male,100317,11
790,72,Male,96935,89
791,24,Male,180003,17
792,90,Female,38784,64
793,25,Female,143162,45
794,84,Male,95450,78
795,52,Female,24667,41
796,66,Female,67024,81
797,55,Male,180936,58
798,30,Female,97533,99
799,79,Male,152325,95
800,75,Male,87225,9
801,28,Female,70856,59
802,88,Male,39342,67
803,42,Female,40136,53
804,48,Male,71283,1
805,64,Male,145973,16
806,44,Female,34010,57
807,39,Male,33550,11
808,32,Female,45918,4
809,80,Female,136836,85
810,34,Female,46580,2
811,70,Male,179860,41
812,83,Male,180766,80
813,31,Female,197347,72
814,18,Male,132488,87
815,86,Male,68477,32
816,82,Male,100445,77
817,86,Male,96699,35
818,34,Female,51610,82
819,46,Female,129463,22
820,54,Female,113387,97
821,85,Female,49379,15
822,49,Male,88212,96
823,73,Female,190422,63
824,60,Female,173741,20
825,62,Male,153858,17
826,21,Male,33269,93
827,65,Male,162596,64
828,83,Male,74815,82
829,42,Female,28411,7
830,90,Male,163256,4
831,78,Female,45558,72
832,61,Female,159298,70
833,64,Female,166158,55
834,18,Male,154195,30
835,35,Female,76966,71
836,18,Female,33355,2
837,83,Female,119458,21
838,58,Male,30990,37
839,20,Female,45574,88
840,78,Male,160067,80
841,71,Male,129333,61
842,54,Male,112107,44
843,29,Female,86306,9
844,48,Female,162071,67
845,36,Female,129514,72
846,54,Female,185161,38
847,67,Male,114207,5
848,19,Male,120882,56
849,35,Male,181792,42
850,27,Male,59681,34
851,18,Male,122518,85
852,63,Male,114478,99
853,71,Female,147895,83
854,29,Male,30192,79
855,47,Female,130569,49
856,89,Male,175733,34
857,66,Male,48675,54
858,46,Female,187218,81
859,89,Male,65850,49
860,34,Female,30409,78
861,43,Female,86441,81
862,64,Female,81651,73
863,71,Male,154377,32
864,42,Female,89716,47
865,33,Female,170368,3
866,24,Male,149763,24
867,85,Male,75489,14
868,26,Female,58208,78
869,65,Female,183468,82
870,86,Female,197393,62
871,69,Female,64739,84
872,23,Male,94882,66
873,35,Male,93920,74
874,45,Female,194577,22
875,70,Female,161459,45
876,62,Female,151015,74
877,57,Female,87265,99
878,52,Female,197380,64
879,50,Male,164703,73
880,35,Female,87068,74
881,67,Female,142820,12
882,20,Female,57414,66
883,23,Female,35821,26
884,68,Female,129922,70
885,31,Male,165920,39
886,40,Female,96771,51
887,74,Male,160882,5
888,34,Female,55983,9
889,41,Female,158601,18
890,66,Female,180763,79
891,32,Female,24024,19
892,85,Male,103010,34
893,42,Female,49970,13
894,90,Male,153585,36
895,71,Female,95374,36
896,84,Female,33155,68
897,87,Male,144187,83
898,76,Female,98844,84
899,52,Female,48968,100
900,23,Female,84346,17
901,80,Female,80553,8
902,84,Female,71621,89
903,55,Female,135073,12
904,79,Male,93783,33
905,70,Male,198305,85
906,53,Female,146455,68
907,31,Male,177879,20
908,64,Male,171097,24
909,58,Male,166019,39
910,48,Male,55191,99
911,65,Female,111980,58
912,62,Male,74749,94
913,20,Male,56688,4
914,33,Female,98626,82
915,46,Male,115058,75
916,41,Female,199456,9
917,68,Male,139769,60
918,49,Female,64643,3
919,86,Female,154730,87
920,70,Female,134646,60
921,55,Male,169165,82
922,64,Female,49198,70
923,88,Male,59948,53
924,39,Female,111425,85
925,58,Female,115529,38
926,49,Male,195029,99
927,20,Female,188328,13
928,31,Female,40699,100
929,46,Female,171943,78
930,88,Male,121555,65
931,25,Female,127328,83
932,87,Female,178693,27
933,78,Male,133038,19
934,50,Female,56604,72
935,55,Female,189945,97
936,85,Female,133601,1
937,41,Male,92549,8
938,31,Male,152964,44
939,43,Male,144656,17
940,83,Male,132512,7
941,69,Female,169335,10
942,45,Female,72217,45
943,36,Male,134815,100
944,80,Male,190903,21
945,59,Female,169200,89
946,34,Male,178957,93
947,23,Male,187873,53
948,19,Female,105512,47
949,61,Male,118870,78
950,86,Male,99837,41
951,21,Female,178843,16
952,80,Female,101836,81
953,83,Female,39314,21
954,32,Male,62758,17
955,36,Female,65511,37
956,67,Male,110877,22
957,76,Male,92593,65
958,47,Male,184654,68
959,37,Female,68561,48
960,69,Female,132316,34
961,64,Female,143666,85
962,24,Female,130987,92
963,66,Female,34176,7
964,42,Male,171128,75
965,72,Male,188096,3
966,51,Male,156948,29
967,47,Male,106157,82
968,20,Female,71561,32
969,42,Female,98960,51
970,46,Male,68144,72
971,82,Male,138788,41
972,27,Female,166551,65
973,28,Female,30736,4
974,73,Female,117656,23
975,67,Male,27210,71
976,44,Female,161667,35
977,55,Male,124649,58
978,59,Female,188031,33
979,36,Female,153529,63
980,51,Male,177697,34
981,72,Female,90187,43
982,49,Female,81804,85
983,60,Female,67828,12
984,77,Male,56428,76
985,74,Male,22367,98
986,65,Female,179989,67
987,37,Male,114596,67
988,40,Female,179075,65
989,62,Female,121950,41
990,57,Female,40925,23
991,20,Female,167993,19
992,32,Male,121633,40
993,60,Female,35782,58
994,87,Male,105032,94
995,26,Female,38428,31
996,44,Male,173937,91
997,26,Male,186992,42
998,80,Female,74099,40
999,63,Female,150185,13
1000,71,Male,115198,77
1001,63,Female,78296,34
1002,28,Male,80307,38
1003,55,Male,53038,29
1004,87,Male,55792,84
1005,36,Female,39689,49
1006,19,Male,153781,6
1007,52,Male,116662,29
1008,38,Male,76663,80
1009,24,Female,159414,79
1010,72,Female,120085,81
1011,63,Male,102167,19
1012,37,Female,175496,73
1013,38,Male,190821,38
1014,71,Male,84268,27
1015,39,Male,162820,89
1016,80,Male,33193,63
1017,80,Male,80537,75
1018,51,Female,183939,18
1019,33,Female,163858,37
1020,87,Male,75396,83
1021,50,Male,67687,79
1022,83,Male,71541,10
1023,71,Male,108614,31
1024,19,Male,59348,23
1025,85,Female,126069,72
1026,62,Female,31948,1
1027,89,Male,177512,62
1028,90,Male,84929,83
1029,90,Male,140063,79
1030,57,Female,38224,4
1031,40,Female,20442,23
1032,47,Male,162352,86
1033,36,Female,199934,38
1034,79,Female,108865,26
1035,71,Male,152722,11
1036,26,Male,141600,84
1037,28,Male,76394,96
1038,90,Female,140857,45
1039,36,Male,162031,9
1040,55,Female,190813,22
1041,40,Female,44095,17
1042,67,Male,48217,34
1043,45,Female,94535,7
1044,83,Female,125511,12
1045,66,Male,55422,98
1046,59,Female,63061,79
1047,67,Male,170005,51
1048,41,Male,79851,57
1049,81,Female,162193,50
1050,80,Male,80468,35
1051,39,Male,168654,91
1052,75,Female,96952,78
1053,71,Male,46751,27
1054,90,Female,48500,87
1055,83,Male,122787,97
1056,44,Female,56095,98
1057,78,Male,120169,34
1058,66,Male,45575,1
1059,41,Male,161614,7
1060,64,Female,189594,84
1061,46,Male,107928,5
1062,44,Female,39712,47
1063,27,Male,42401,53
1064,53,Female,137028,21
1065,46,Male,62957,15
1066,59,Male,135310,49
1067,29,Female,34703,26
1068,69,Female,161582,45
1069,83,Male,151968,78
1070,32,Male,36442,27
1071,75,Male,65116,50
1072,36,Male,141308,9
1073,69,Female,44115,31
1074,28,Female,136112,63
1075,31,Male,161192,11
1076,35,Male,131200,27
1077,41,Male,59087,74
1078,66,Male,121139,27
1079,89,Female,162578,75
1080,47,Female,76662,63
1081,43,Male,59106,57
1082,49,Male,93112,73
1083,25,Male,113464,1
1084,24,Female,51686,31
1085,37,Male,156602,7
1086,75,Female,111023,73
1087,58,Male,49579,81
1088,74,Female,78019,81
1089,51,Female,33185,58
1090,68,Male,45630,20
1091,58,Female,147733,51
1092,76,Male,102849,27
1093,39,Male,166452,34
1094,86,Male,119742,94
1095,86,Female,192901,27
1096,82,Female,48232,25
1097,74,Male,28100,51
1098,33,Male,64795,45
1099,43,Male,75609,71
1100,30,Male,28032,79
1101,36,Female,145469,65
1102,63,Female,117469,17
1103,22,Male,53048,82
1104,44,Female,100108,13
1105,60,Female,175868,7
1106,41,Male,188180,18
1107,88,Male,126918,84
1108,73,Female,178461,75
1109,84,Male,37244,35
1110,76,Female,124852,9
1111,28,Female,127447,34
1112,54,Male,171757,85
1113,45,Male,48710,79
1114,56,Female,85585,91
1115,64,Male,130835,65
1116,18,Female,88033,82
1117,45,Male,168639,37
1118,69,Female,112028,59
1119,77,Male,56662,78
1120,32,Male,146940,21
1121,41,Female,118767,25
1122,79,Male,101589,50
1123,83,Female,62279,1
1124,53,Female,79103,4
1125,69,Female,30459,11
1126,61,Male,136238,89
1127,79,Male,104565,48
1128,78,Male,135766,86
1129,85,Female,63312,7
1130,65,Female,188207,28
1131,39,Male,196640,78
1132,33,Male,138814,7
1133,55,Female,130471,76
1134,59,Female,25298,76
1135,41,Male,191769,68
1136,79,Female,99659,18
1137,63,Male,135239,66
1138,46,Male,133902,94
1139,78,Female,186037,60
1140,69,Female,157149,88
1141,82,Female,136991,41
1142,31,Male,123518,60
1143,90,Male,192338,59
1144,48,Female,45002,84
1145,83,Female,150867,71
1146,57,Female,74288,51
1147,43,Male,177446,14
1148,65,Male,129764,37
1149,36,Male,46072,2
1150,36,Male,108956,70
1151,20,Female,148279,90
1152,21,Female,82673,96
1153,56,Male,179815,2
1154,38,Female,100452,99
1155,70,Male,141868,82
1156,49,Male,135544,98
1157,82,Male,94305,88
1158,21,Male,120726,37
1159,20,Male,149016,1
1160,41,Male,159943,90
1161,77,Male,58786,78
1162,30,Female,76805,97
1163,27,Male,55536,32
1164,60,Male,130383,98
1165,80,Male,94248,45
1166,44,Female,157372,77
1167,47,Male,160934,77
1168,37,Male,142843,3
1169,39,Male,82780,77
1170,69,Male,81578,69
1171,41,Female,74248,74
1172,61,Male,31667,51
1173,21,Female,43644,41
1174,77,Female,129433,13
1175,21,Female,141651,59
1176,45,Female,98008,33
1177,90,Male,30106,81
1178,81,Female,109914,38
1179,64,Male,189253,31
1180,66,Female,118827,14
1181,75,Male,129898,64
1182,77,Male,96453,61
1183,77,Male,191839,22
1184,30,Female,32502,57
1185,69,Female,82627,95
1186,29,Female,191760,88
1187,59,Male,143480,51
1188,72,Male,45842,74
1189,27,Male,122499,24
1190,80,Female,24154,1
1191,50,Male,109977,78
1192,25,Female,199600,37
1193,33,Male,82063,53
1194,20,Female,61127,16
1195,19,Male,36886,59
1196,79,Male,189916,81
1197,41,Male,40081,87
1198,78,Female,98635,19
1199,61,Male,193151,39
1200,31,Male,169901,86
1201,48,Male,85718,29
1202,48,Male,31319,47
1203,38,Female,85370,61
1204,43,Female,92020,25
1205,61,Male,171183,29
1206,28,Male,123199,98
1207,64,Male,31629,29
1208,70,Female,153603,31
1209,76,Male,58100,28
1210,52,Male,25588,90
1211,44,Male,182368,32
1212,83,Female,185607,72
1213,51,Female,181837,45
1214,87,Female,48210,46
1215,75,Female,31056,95
1216,46,Male,98252,84
1217,22,Female,81428,81
1218,24,Male,154669,64
1219,47,Male,87630,17
1220,59,Male,71744,51
1221,46,Male,84357,64
1222,44,Female,27595,95
1223,81,Female,118427,39
1224,58,Male,57070,13
1225,66,Female,25968,74
1226,66,Male,37225,59
1227,59,Female,72876,59
1228,28,Female,88657,64
1229,50,Male,48916,28
1230,81,Male,95441,41
1231,27,Female,177593,46
1232,63,Male,79629,97
1233,56,Female,172023,59
1234,30,Female,187248,23
1235,38,Male,149779,77
1236,61,Female,61869,90
1237,42,Male,51495,76
1238,23,Female,191209,89
1239,18,Female,170359,50
1240,23,Male,42140,56
1241,90,Female,154016,94
1242,41,Female,161143,23
1243,64,Male,181359,82
1244,46,Female,31179,97
1245,60,Female,101192,54
1246,74,Male,198753,31
1247,35,Male,112265,99
1248,79,Male,167629,52
1249,84,Female,142021,10
1250,89,Female,140505,12
1251,86,Male,119131,28
